timestamp, L1_m, F1_m3ph, F2_m3ph, price_EUR_per_kWh, pump_freqs_Hz
2024-11-15 00:15:00, 2.385, 5818.1, 5335.2, 0.0029, [0:0.0, 1:50.0, 2:50.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 15:45:00, 2.537, 4120.1, 3534.8, 0.0251, [0:0.0, 1:0.0, 2:0.0, 3:50.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 16:00:00, 2.551, 4167.3, 3534.8, 0.0252, [0:0.0, 1:0.0, 2:0.0, 3:50.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 16:15:00, 2.566, 4192.1, 3534.8, 0.0252, [0:0.0, 1:0.0, 2:0.0, 3:50.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 16:30:00, 2.581, 4149.2, 3534.8, 0.0252, [0:0.0, 1:0.0, 2:0.0, 3:50.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 16:45:00, 2.595, 4140.7, 3534.8, 0.0252, [0:0.0, 1:0.0, 2:0.0, 3:50.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 17:00:00, 2.609, 4109.0, 3448.7, 0.0766, [0:0.0, 1:0.0, 2:0.0, 3:49.6, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 17:15:00, 2.622, 4081.9, 3534.8, 0.0766, [0:0.0, 1:0.0, 2:0.0, 3:50.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 17:30:00, 2.633, 4055.9, 3534.8, 0.0766, [0:0.0, 1:0.0, 2:0.0, 3:50.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 17:45:00, 2.646, 4154.5, 3534.8, 0.0766, [0:0.0, 1:0.0, 2:0.0, 3:50.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 18:00:00, 2.660, 4133.2, 3534.8, 0.1400, [0:0.0, 1:0.0, 2:0.0, 3:50.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 18:15:00, 2.673, 4116.5, 3534.8, 0.1400, [0:0.0, 1:0.0, 2:0.0, 3:50.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 18:30:00, 2.686, 4108.4, 3534.8, 0.1400, [0:0.0, 1:0.0, 2:0.0, 3:50.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 18:45:00, 2.699, 4104.8, 3534.8, 0.1400, [0:0.0, 1:0.0, 2:0.0, 3:50.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 19:00:00, 2.713, 4314.6, 3534.8, 0.1493, [0:0.0, 1:0.0, 2:0.0, 3:50.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 19:15:00, 2.729, 4213.2, 3534.8, 0.1493, [0:0.0, 1:0.0, 2:0.0, 3:50.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 19:30:00, 2.748, 4639.1, 3534.8, 0.1493, [0:0.0, 1:0.0, 2:0.0, 3:50.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 19:45:00, 2.775, 4975.4, 3534.8, 0.1493, [0:0.0, 1:0.0, 2:0.0, 3:50.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 20:00:00, 2.811, 5416.2, 3534.8, 0.1641, [0:0.0, 1:0.0, 2:0.0, 3:50.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 20:15:00, 2.842, 4769.8, 3534.8, 0.1641, [0:0.0, 1:0.0, 2:0.0, 3:50.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 20:30:00, 2.867, 4754.4, 3534.8, 0.1641, [0:0.0, 1:0.0, 2:0.0, 3:50.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 20:45:00, 2.892, 4775.8, 3534.8, 0.1641, [0:0.0, 1:0.0, 2:0.0, 3:50.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 21:00:00, 2.917, 4802.1, 3534.8, 0.1506, [0:0.0, 1:0.0, 2:0.0, 3:50.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 21:15:00, 2.942, 4813.7, 3534.8, 0.1506, [0:0.0, 1:0.0, 2:0.0, 3:50.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 21:30:00, 2.967, 4769.4, 3534.8, 0.1506, [0:0.0, 1:0.0, 2:0.0, 3:50.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 21:45:00, 2.993, 4937.1, 3534.8, 0.1506, [0:0.0, 1:0.0, 2:0.0, 3:50.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 22:00:00, 3.021, 5090.6, 3534.8, 0.1435, [0:0.0, 1:0.0, 2:0.0, 3:50.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 22:15:00, 3.052, 5306.2, 3534.8, 0.1435, [0:0.0, 1:0.0, 2:0.0, 3:50.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 22:30:00, 3.087, 5428.9, 3534.8, 0.1435, [0:0.0, 1:0.0, 2:0.0, 3:50.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 22:45:00, 3.123, 5501.3, 3534.8, 0.1435, [0:0.0, 1:0.0, 2:0.0, 3:50.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 23:00:00, 3.145, 5564.3, 4890.1, 0.0125, [0:48.8, 1:0.0, 2:0.0, 3:48.8, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 23:15:00, 3.158, 5705.9, 4942.6, 0.0125, [0:48.9, 1:0.0, 2:0.0, 3:48.9, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 23:30:00, 3.173, 5862.7, 5001.9, 0.0125, [0:49.1, 1:0.0, 2:0.0, 3:49.1, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 23:45:00, 3.192, 6219.7, 5071.5, 0.0125, [0:49.3, 1:0.0, 2:0.0, 3:49.3, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 00:00:00, 3.208, 5882.5, 5134.9, 0.0050, [0:49.4, 1:0.0, 2:0.0, 3:49.4, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 00:15:00, 3.216, 5316.7, 5173.9, 0.0050, [0:49.6, 1:0.0, 2:0.0, 3:49.6, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 00:30:00, 3.223, 5865.8, 5217.0, 0.0050, [0:49.7, 1:0.0, 2:0.0, 3:49.7, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 00:45:00, 3.228, 5199.9, 5249.4, 0.0050, [0:49.8, 1:0.0, 2:0.0, 3:49.8, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 01:00:00, 3.233, 5857.3, 5017.0, 0.0050, [0:49.1, 1:0.0, 2:0.0, 3:49.1, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 01:15:00, 3.235, 5112.9, 5335.2, 0.0050, [0:50.0, 1:0.0, 2:0.0, 3:50.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 01:30:00, 3.229, 4792.7, 5335.2, 0.0050, [0:50.0, 1:0.0, 2:0.0, 3:50.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 01:45:00, 3.216, 4418.9, 5335.2, 0.0050, [0:50.0, 1:0.0, 2:0.0, 3:50.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 02:00:00, 3.199, 4372.1, 5335.2, 0.0049, [0:50.0, 1:0.0, 2:0.0, 3:50.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 02:15:00, 3.178, 4038.4, 5329.9, 0.0049, [0:50.0, 1:0.0, 2:0.0, 3:50.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 02:30:00, 3.147, 3169.4, 5282.5, 0.0049, [0:49.9, 1:0.0, 2:0.0, 3:49.9, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 02:45:00, 3.115, 3829.2, 5241.1, 0.0049, [0:49.7, 1:0.0, 2:0.0, 3:49.7, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 03:00:00, 3.082, 3951.9, 12404.8, 0.0047, [0:50.0, 1:0.0, 2:0.0, 3:50.0, 4:50.0, 5:0.0, 6:0.0, 7:50.0]
2024-11-20 03:15:00, 2.844, 3615.7, 15939.6, 0.0047, [0:50.0, 1:0.0, 2:0.0, 3:50.0, 4:50.0, 5:50.0, 6:0.0, 7:50.0]
2024-11-20 03:30:00, 2.576, 3487.4, 15939.6, 0.0047, [0:50.0, 1:0.0, 2:0.0, 3:50.0, 4:50.0, 5:50.0, 6:0.0, 7:50.0]
2024-11-20 03:45:00, 2.269, 3535.0, 15939.6, 0.0047, [0:50.0, 1:0.0, 2:0.0, 3:50.0, 4:50.0, 5:50.0, 6:0.0, 7:50.0]
2024-11-20 04:00:00, 1.897, 3326.1, 15939.6, 0.0049, [0:50.0, 1:0.0, 2:0.0, 3:50.0, 4:50.0, 5:50.0, 6:0.0, 7:50.0]
2024-11-20 04:15:00, 1.380, 2982.7, 15939.6, 0.0049, [0:50.0, 1:0.0, 2:0.0, 3:50.0, 4:50.0, 5:50.0, 6:0.0, 7:50.0]
2024-11-20 04:30:00, 0.538, 2980.7, 6882.5, 0.0049, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:49.6, 5:0.0, 6:0.0, 7:49.6]
2024-11-20 04:45:00, 0.492, 2925.7, 2983.5, 0.0049, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:47.6]
2024-11-20 05:00:00, 0.705, 2791.6, 2970.7, 0.0050, [0:47.6, 1:47.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 05:15:00, 0.505, 2481.9, 1792.9, 0.0050, [0:0.0, 1:49.9, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 05:30:00, 0.490, 2404.1, 2983.5, 0.0050, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:47.6, 6:0.0, 7:0.0]
2024-11-20 05:45:00, 0.630, 2307.3, 3200.0, 0.0050, [0:48.5, 1:48.5, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 06:00:00, 0.507, 2163.2, 1752.0, 0.0061, [0:0.0, 1:49.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 06:15:00, 0.600, 2070.7, 1600.0, 0.0061, [0:48.5, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 06:30:00, 0.494, 1947.1, 1800.4, 0.0061, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 06:45:00, 0.558, 1947.1, 1485.3, 0.0061, [0:47.6, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 07:00:00, 0.477, 1947.1, 1800.4, 0.0085, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 07:15:00, 0.541, 1947.1, 1800.4, 0.0085, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 07:30:00, 0.590, 1947.1, 1800.4, 0.0085, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 07:45:00, 0.679, 2466.6, 1800.4, 0.0085, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 08:00:00, 0.782, 2497.2, 1800.4, 0.0248, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 08:15:00, 0.831, 1947.1, 1800.4, 0.0248, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 08:30:00, 0.909, 3024.8, 1800.4, 0.0248, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 08:45:00, 1.007, 2760.7, 1800.4, 0.0248, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 09:00:00, 1.086, 2895.4, 1800.4, 0.0397, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 09:15:00, 1.164, 2992.4, 1800.4, 0.0397, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 09:30:00, 1.239, 3016.8, 1800.4, 0.0397, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 09:45:00, 1.315, 3220.3, 1800.4, 0.0397, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 10:00:00, 1.395, 3392.3, 1800.4, 0.0250, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 10:15:00, 1.472, 3401.1, 1800.4, 0.0250, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 10:30:00, 1.550, 3670.4, 1800.4, 0.0250, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 10:45:00, 1.634, 3919.2, 1800.4, 0.0250, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 11:00:00, 1.728, 4448.5, 1800.4, 0.0077, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 11:15:00, 1.826, 4547.7, 1800.4, 0.0077, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 11:30:00, 1.910, 3987.3, 1800.4, 0.0077, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 11:45:00, 1.979, 3936.7, 1800.4, 0.0077, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 12:00:00, 2.046, 3959.4, 1800.4, 0.0050, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 12:15:00, 2.112, 4046.0, 1800.4, 0.0050, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 12:30:00, 2.178, 4148.2, 1800.4, 0.0050, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 12:45:00, 2.221, 4363.3, 3534.8, 0.0050, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:50.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 13:00:00, 2.249, 4761.1, 3534.8, 0.0045, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:50.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 13:15:00, 2.274, 4194.5, 3534.8, 0.0045, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:50.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 13:30:00, 2.293, 4268.1, 3534.8, 0.0045, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:50.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 13:45:00, 2.310, 4152.1, 3534.8, 0.0045, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:50.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 14:00:00, 2.325, 4094.6, 3534.8, 0.0046, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:50.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 14:15:00, 2.339, 4019.5, 3534.8, 0.0046, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:50.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 14:30:00, 2.349, 3858.5, 3534.8, 0.0046, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:50.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 14:45:00, 2.355, 3713.2, 3534.8, 0.0046, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:50.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 15:00:00, 2.348, 2887.9, 3534.8, 0.0050, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:50.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 15:15:00, 2.369, 5592.0, 3534.8, 0.0050, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:50.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 15:30:00, 2.410, 4811.7, 3534.8, 0.0050, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:50.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 15:45:00, 2.439, 4619.8, 3534.8, 0.0050, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:50.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 16:00:00, 2.468, 4853.1, 3534.8, 0.0080, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:50.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 16:15:00, 2.476, 2993.1, 3534.8, 0.0080, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:50.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 16:30:00, 2.503, 6025.1, 3534.8, 0.0080, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:50.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 16:45:00, 2.549, 5260.3, 4468.8, 0.0080, [0:47.6, 1:0.0, 2:0.0, 3:0.0, 4:47.6, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 17:00:00, 2.555, 4240.3, 4468.8, 0.0278, [0:47.6, 1:0.0, 2:0.0, 3:0.0, 4:47.6, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 17:15:00, 2.547, 4014.6, 4468.8, 0.0278, [0:47.6, 1:0.0, 2:0.0, 3:0.0, 4:47.6, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 17:30:00, 2.537, 4080.6, 4468.8, 0.0278, [0:47.6, 1:0.0, 2:0.0, 3:0.0, 4:47.6, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 17:45:00, 2.529, 4113.4, 4468.8, 0.0278, [0:47.6, 1:0.0, 2:0.0, 3:0.0, 4:47.6, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 18:00:00, 2.537, 4183.1, 3534.8, 0.0441, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:50.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 18:15:00, 2.554, 4354.5, 3534.8, 0.0441, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:50.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 18:30:00, 2.573, 4313.9, 3534.8, 0.0441, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:50.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 18:45:00, 2.599, 4936.4, 3534.8, 0.0441, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:50.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 19:00:00, 2.627, 4668.0, 3534.8, 0.0566, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:50.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 19:15:00, 2.657, 5119.0, 3534.8, 0.0566, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:50.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 19:30:00, 2.689, 4770.8, 3534.8, 0.0566, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:50.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 19:45:00, 2.716, 4803.5, 3534.8, 0.0566, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:50.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 20:00:00, 2.746, 5134.6, 3534.8, 0.0522, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:50.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 20:15:00, 2.782, 5233.3, 3534.8, 0.0522, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:50.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 20:30:00, 2.819, 5380.6, 3534.8, 0.0522, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:50.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 20:45:00, 2.858, 5523.9, 3534.8, 0.0522, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:50.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 21:00:00, 2.878, 5714.7, 4873.4, 0.0237, [0:48.7, 1:0.0, 2:0.0, 3:0.0, 4:48.7, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 21:15:00, 2.893, 5413.1, 4850.5, 0.0237, [0:48.7, 1:0.0, 2:0.0, 3:0.0, 4:48.7, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 21:30:00, 2.903, 5397.2, 4893.9, 0.0237, [0:48.8, 1:0.0, 2:0.0, 3:0.0, 4:48.8, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 21:45:00, 2.913, 5477.2, 4937.7, 0.0237, [0:48.9, 1:0.0, 2:0.0, 3:0.0, 4:48.9, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 22:00:00, 2.923, 5486.8, 4991.9, 0.0154, [0:49.0, 1:0.0, 2:0.0, 3:0.0, 4:49.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 22:15:00, 2.936, 5768.2, 5042.1, 0.0154, [0:49.2, 1:0.0, 2:0.0, 3:0.0, 4:49.2, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 22:30:00, 2.950, 5877.9, 5098.2, 0.0154, [0:49.3, 1:0.0, 2:0.0, 3:0.0, 4:49.3, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 22:45:00, 2.965, 5863.6, 5153.4, 0.0154, [0:49.5, 1:0.0, 2:0.0, 3:0.0, 4:49.5, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 23:00:00, 2.978, 5852.4, 5205.8, 0.0106, [0:49.6, 1:0.0, 2:0.0, 3:0.0, 4:49.6, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 23:15:00, 2.994, 6235.9, 5266.6, 0.0106, [0:49.8, 1:0.0, 2:0.0, 3:0.0, 4:49.8, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 23:30:00, 3.016, 6642.3, 5335.2, 0.0106, [0:50.0, 1:0.0, 2:0.0, 3:0.0, 4:50.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-20 23:45:00, 3.034, 5988.3, 5335.2, 0.0106, [0:50.0, 1:0.0, 2:0.0, 3:0.0, 4:50.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-21 00:00:00, 3.057, 7033.4, 5335.2, 0.0093, [0:50.0, 1:0.0, 2:0.0, 3:0.0, 4:50.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-21 00:15:00, 3.087, 6859.5, 5335.2, 0.0093, [0:50.0, 1:0.0, 2:0.0, 3:0.0, 4:50.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-21 00:30:00, 3.109, 6689.8, 5967.0, 0.0093, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:47.6, 5:0.0, 6:0.0, 7:47.6]
2024-11-21 00:45:00, 3.120, 6472.7, 5967.0, 0.0093, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:47.6, 5:0.0, 6:0.0, 7:47.6]
2024-11-21 01:00:00, 3.130, 6552.4, 5967.0, 0.0180, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:47.6, 5:0.0, 6:0.0, 7:47.6]
2024-11-21 01:15:00, 3.137, 6099.1, 5967.0, 0.0180, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:47.6, 5:0.0, 6:0.0, 7:47.6]
2024-11-21 01:30:00, 3.138, 6038.8, 5967.0, 0.0180, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:47.6, 5:0.0, 6:0.0, 7:47.6]
2024-11-21 01:45:00, 3.137, 5733.1, 5967.0, 0.0180, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:47.6, 5:0.0, 6:0.0, 7:47.6]
2024-11-21 02:00:00, 3.131, 5552.1, 5967.0, 0.0105, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:47.6, 5:0.0, 6:0.0, 7:47.6]
2024-11-21 02:15:00, 3.122, 5432.2, 5967.0, 0.0105, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:47.6, 5:0.0, 6:0.0, 7:47.6]
2024-11-21 02:30:00, 3.110, 5219.6, 5967.0, 0.0105, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:47.6, 5:0.0, 6:0.0, 7:47.6]
2024-11-21 02:45:00, 3.094, 4983.5, 5967.0, 0.0105, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:47.6, 5:0.0, 6:0.0, 7:47.6]
2024-11-21 03:00:00, 3.064, 4850.8, 14139.2, 0.0096, [0:0.0, 1:0.0, 2:50.0, 3:0.0, 4:50.0, 5:50.0, 6:0.0, 7:50.0]
2024-11-21 03:15:00, 2.844, 4668.7, 16000.0, 0.0096, [0:0.0, 1:0.0, 2:48.5, 3:0.0, 4:48.5, 5:48.5, 6:48.5, 7:48.5]
2024-11-21 03:30:00, 2.598, 4490.1, 16000.0, 0.0096, [0:0.0, 1:0.0, 2:48.5, 3:0.0, 4:48.5, 5:48.5, 6:48.5, 7:48.5]
2024-11-21 03:45:00, 2.317, 4373.0, 16000.0, 0.0096, [0:0.0, 1:0.0, 2:48.5, 3:0.0, 4:48.5, 5:48.5, 6:48.5, 7:48.5]
2024-11-21 04:00:00, 1.974, 3742.1, 16000.0, 0.0095, [0:0.0, 1:0.0, 2:48.5, 3:0.0, 4:48.5, 5:48.5, 6:48.5, 7:48.5]
2024-11-21 04:15:00, 1.547, 4959.2, 16000.0, 0.0095, [0:0.0, 1:0.0, 2:48.5, 3:0.0, 4:48.5, 5:48.5, 6:48.5, 7:48.5]
2024-11-21 04:30:00, 0.876, 4863.8, 13772.4, 0.0095, [0:0.0, 1:0.0, 2:49.6, 3:0.0, 4:0.0, 5:49.6, 6:49.6, 7:49.6]
2024-11-21 04:45:00, 0.620, 4560.5, 4850.2, 0.0095, [0:48.7, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:48.7]
